Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
26589651,10/31/2013 02:08:41 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11432.0,90-03 169 STREET,169 STREET,90 AVENUE,91 AVENUE,,,ADDRESS,JAMAICA,,Precinct,Assigned,10/31/2013 10:08:41 AM,10/31/2013 02:35:17 AM,12 QUEENS,QUEENS,1042027.0,197389.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7082753259,-73.7916039578,"(40.70827532593202, -73.79160395779721)"
26593698,10/31/2013 02:01:04 AM,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11378.0,58 AVENUE,58 AVENUE,58 PLACE,59 STREET,,,BLOCKFACE,MASPETH,,Precinct,Open,10/31/2013 10:01:04 AM,,05 QUEENS,QUEENS,1009349.0,201984.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7210405356,-73.9094530679,"(40.721040535628305, -73.90945306791765)"
26594139,10/31/2013 02:00:24 AM,10/31/2013 02:40:32 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10032.0,4060 BROADWAY,BROADWAY,WEST 171 STREET,WEST 172 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,10/31/2013 10:00:24 AM,10/31/2013 02:39:42 AM,12 MANHATTAN,MANHATTAN,1001088.0,246531.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8433297547,-73.9391437191,"(40.84332975466513, -73.93914371913482)"
26595721,10/31/2013 01:56:23 AM,10/31/2013 02:21:48 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10023.0,WEST 72 STREET,WEST 72 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,,,BLOCKFACE,NEW YORK,,Precinct,Closed,10/31/2013 09:56:23 AM,10/31/2013 02:21:10 AM,07 MANHATTAN,MANHATTAN,989730.0,222727.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7780087446,-73.9802134902,"(40.7780087446372, -73.98021349023975)"
26590930,10/31/2013 01:53:44 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Vacant Lot,10027.0,WEST 124 STREET,WEST 124 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,,,BLOCKFACE,NEW YORK,,,Pending,11/30/2013 01:53:44 AM,10/31/2013 01:59:54 AM,10 MANHATTAN,MANHATTAN,998815.0,233545.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.807690927,-73.9473870349,"(40.80769092704951, -73.94738703491433)"
26592370,10/31/2013 01:46:52 AM,,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Club/Bar/Restaurant,11372.0,37 AVENUE,37 AVENUE,84 STREET,85 STREET,,,BLOCKFACE,JACKSON HEIGHTS,,Precinct,Open,10/31/2013 09:46:52 AM,,03 QUEENS,QUEENS,1016948.0,212540.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7499893014,-73.8819877073,"(40.7499893014072, -73.88198770727831)"
26595682,10/31/2013 01:46:40 AM,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11419.0,107-50 109 STREET,109 STREET,107 AVENUE,109 AVENUE,,,ADDRESS,SOUTH RICHMOND HILL,,Precinct,Assigned,10/31/2013 09:46:40 AM,10/31/2013 01:59:51 AM,10 QUEENS,QUEENS,1030919.0,187622.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6815327868,-73.831736997,"(40.68153278675525, -73.83173699701601)"
26595195,10/31/2013 01:44:19 AM,10/31/2013 01:58:49 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11417.0,137-09 CROSSBAY BOULEVARD,CROSSBAY BOULEVARD,PITKIN AVENUE,VAN WICKLEN ROAD,,,ADDRESS,OZONE PARK,,Precinct,Closed,10/31/2013 09:44:19 AM,10/31/2013 01:58:49 AM,10 QUEENS,QUEENS,1027776.0,184076.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6718158457,-73.8430918195,"(40.67181584567338, -73.84309181950769)"
26590540,10/31/2013 01:44:14 AM,10/31/2013 02:28:04 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,10011.0,258 WEST 15 STREET,WEST 15 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,10/31/2013 09:44:14 AM,10/31/2013 02:00:56 AM,04 MANHATTAN,MANHATTAN,984031.0,208847.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.739913393,-74.0007902861,"(40.73991339303542, -74.00079028612932)"
26594392,10/31/2013 01:34:41 AM,10/31/2013 02:23:51 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11225.0,835 NOSTRAND AVENUE,NOSTRAND AVENUE,UNION STREET,PRESIDENT STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/31/2013 09:34:41 AM,10/31/2013 01:48:26 AM,09 BROOKLYN,BROOKLYN,997941.0,182725.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.668204066,-73.9506476006,"(40.66820406598287, -73.95064760056546)"
26595176,10/31/2013 01:25:12 AM,,NYPD,New York City Police Department,Noise - House of Worship,Loud Music/Party,House of Worship,11218.0,3775 18 AVENUE,18 AVENUE,EAST 9 STREET,EAST 8 STREET,,,ADDRESS,BROOKLYN,,Precinct,Open,10/31/2013 09:25:12 AM,,14 BROOKLYN,BROOKLYN,992726.0,170399.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6343784082,-73.969461771,"(40.63437840816299, -73.96946177104543)"
26591982,10/31/2013 01:24:14 AM,10/31/2013 01:54:39 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10003.0,187 2 AVENUE,2 AVENUE,EAST 11 STREET,EAST 12 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,10/31/2013 09:24:14 AM,10/31/2013 01:54:39 AM,03 MANHATTAN,MANHATTAN,988110.0,205533.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7308164409,-73.9860726574,"(40.73081644089586, -73.98607265739876)"
26594169,10/31/2013 01:20:57 AM,10/31/2013 02:12:31 AM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10029.0,65 EAST 99 STREET,EAST 99 STREET,MADISON AVENUE,PARK AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,10/31/2013 09:20:57 AM,10/31/2013 01:42:05 AM,11 MANHATTAN,MANHATTAN,997470.0,226725.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7889740021,-73.952258987,"(40.78897400211689, -73.95225898702977)"
26594391,10/31/2013 01:20:13 AM,,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10466.0,,,,,STRANG AVENUE,AMUNDSON AVENUE,INTERSECTION,BRONX,,Precinct,Open,10/31/2013 09:20:13 AM,,12 BRONX,BRONX,1029467.0,264124.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8915173849,-73.8364571459,"(40.89151738488846, -73.83645714593568)"
26590917,10/31/2013 01:19:54 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Mixed Use Building,11219.0,63 STREET,63 STREET,13 AVENUE,14 AVENUE,,,BLOCKFACE,BROOKLYN,,,Pending,11/30/2013 01:19:54 AM,10/31/2013 01:29:26 AM,10 BROOKLYN,BROOKLYN,984467.0,167519.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.626477469,-73.999218262,"(40.6264774690411, -73.99921826202639)"
26591458,10/31/2013 01:14:02 AM,10/31/2013 01:30:34 AM,NYPD,New York City Police Department,Noise - House of Worship,Loud Music/Party,House of Worship,10025.0,,,,,WEST   99 STREET,BROADWAY,INTERSECTION,NEW YORK,,Precinct,Closed,10/31/2013 09:14:02 AM,10/31/2013 01:30:34 AM,07 MANHATTAN,MANHATTAN,992454.0,229500.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7965967075,-73.9703697347,"(40.7965967075252, -73.97036973473399)"
26594086,10/31/2013 12:54:03 AM,10/31/2013 02:16:39 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10310.0,173 CAMPBELL AVENUE,CAMPBELL AVENUE,HENDERSON AVENUE,WINEGAR LANE,,,ADDRESS,STATEN ISLAND,,Precinct,Closed,10/31/2013 08:54:03 AM,10/31/2013 02:07:14 AM,01 STATEN ISLAND,STATEN ISLAND,952013.0,171076.0,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6361820218,-74.1161500428,"(40.63618202176914, -74.1161500428337)"
26595117,10/31/2013 12:52:46 AM,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11236.0,,,,,ROCKAWAY PARKWAY,SKIDMORE AVENUE,INTERSECTION,BROOKLYN,,Precinct,Open,10/31/2013 08:52:46 AM,,18 BROOKLYN,BROOKLYN,1015289.0,169710.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6324369239,-73.8881726344,"(40.63243692394328, -73.88817263437012)"
26590389,10/31/2013 12:51:00 AM,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,226 42 ST E,42 ST E,CHURCH AVE,SNYDER AVE,,,ADDRESS,,,,Open,,,Unspecified BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
26594210,10/31/2013 12:46:27 AM,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10033.0,,,,,WEST  184 STREET,BROADWAY,INTERSECTION,NEW YORK,,Precinct,Assigned,10/31/2013 08:46:27 AM,10/31/2013 01:32:41 AM,12 MANHATTAN,MANHATTAN,1002294.0,249712.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8520582776,-73.9347764078,"(40.85205827756883, -73.93477640780834)"
26592932,10/31/2013 12:43:47 AM,10/31/2013 12:56:20 AM,NYPD,New York City Police Department,Noise - House of Worship,Loud Music/Party,House of Worship,11216.0,778 PARK PLACE,PARK PLACE,ROGERS AVENUE,NOSTRAND AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/31/2013 08:43:47 AM,10/31/2013 12:56:20 AM,08 BROOKLYN,BROOKLYN,997608.0,184656.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6735047368,-73.9518441498,"(40.67350473678714, -73.95184414979961)"
26594152,10/31/2013 12:41:17 AM,10/31/2013 01:04:37 AM,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10016.0,155 E 34TH ST,E 34TH ST,,,,,LATLONG,NEW YORK,,Precinct,Closed,10/31/2013 08:41:17 AM,10/31/2013 01:04:38 AM,06 MANHATTAN,MANHATTAN,990133.0,211136.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7461941725,-73.9787685312,"(40.74619417253121, -73.97876853124392)"
26589678,10/31/2013 12:39:55 AM,,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11419.0,,,,,112 STREET,ATLANTIC AVENUE,INTERSECTION,SOUTH RICHMOND HILL,,Precinct,Open,10/31/2013 08:39:55 AM,,09 QUEENS,QUEENS,1030314.0,191578.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6923942498,-73.8338912454,"(40.69239424979043, -73.8338912453996)"
26592304,10/31/2013 12:38:00 AM,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11216.0,371 TOMPKINS AVENUE,TOMPKINS AVENUE,MADISON STREET,PUTNAM AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Assigned,10/31/2013 08:38:00 AM,10/31/2013 01:16:53 AM,03 BROOKLYN,BROOKLYN,999720.0,188825.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6849442563,-73.9442207804,"(40.6849442562592, -73.94422078036632)"
26591892,10/31/2013 12:37:16 AM,,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10305.0,1496 BAY STREET,BAY STREET,LYMAN AVENUE,SCHOOL ROAD,,,ADDRESS,STATEN ISLAND,,Precinct,Assigned,10/31/2013 08:37:16 AM,10/31/2013 12:52:10 AM,01 STATEN ISLAND,STATEN ISLAND,967283.0,160518.0,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6072449346,-74.0611056602,"(40.60724493456944, -74.06110566015863)"
26591573,10/31/2013 12:35:18 AM,10/31/2013 02:41:35 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10312.0,24 PRINCETON LANE,PRINCETON LANE,HAMPTON GREEN,DEAD END,,,ADDRESS,STATEN ISLAND,,Precinct,Closed,10/31/2013 08:35:18 AM,10/31/2013 01:45:17 AM,03 STATEN ISLAND,STATEN ISLAND,929577.0,140964.0,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.5534207872,-74.1967431502,"(40.55342078716953, -74.19674315017886)"
26590509,10/31/2013 12:33:00 AM,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,38 ST E,38 ST E,CHURCH AVE,LINDEN BLVD,,,BLOCKFACE,,,,Open,,,Unspecified BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
26591379,10/31/2013 12:32:44 AM,,DOHMH,Department of Health and Mental Hygiene,Harboring Bees/Wasps,Bees/Wasps - Not a beekeper,3+ Family Mixed Use Building,10025.0,501 WEST 110 STREET,WEST 110 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,,Open,11/30/2013 12:32:44 AM,,09 MANHATTAN,MANHATTAN,994143.0,231888.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8031493855,-73.9642660808,"(40.80314938553783, -73.96426608076082)"
26594085,10/31/2013 12:32:08 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10026.0,121 WEST 116 STREET,WEST 116 STREET,LENOX AVENUE,7 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Assigned,10/31/2013 08:32:08 AM,10/31/2013 02:00:57 AM,10 MANHATTAN,MANHATTAN,997947.0,231613.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.802389508,-73.9505264412,"(40.80238950799943, -73.95052644123253)"
26589201,10/31/2013 12:32:00 AM,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10309.0,295 BAYVIEW AVENUE,BAYVIEW AVENUE,VAIL AVENUE,BAYVIEW LANE,,,ADDRESS,STATEN ISLAND,,,Open,,,03 STATEN ISLAND,STATEN ISLAND,927687.0,127837.0,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.5173778717,-74.2034346678,"(40.517377871705676, -74.20343466779575)"
26591641,10/31/2013 12:31:17 AM,10/31/2013 02:41:36 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10312.0,24 PRINCETON LANE,PRINCETON LANE,HAMPTON GREEN,DEAD END,,,ADDRESS,STATEN ISLAND,,Precinct,Closed,10/31/2013 08:31:17 AM,10/31/2013 01:43:09 AM,03 STATEN ISLAND,STATEN ISLAND,929577.0,140964.0,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.5534207872,-74.1967431502,"(40.55342078716953, -74.19674315017886)"
26595564,10/31/2013 12:30:36 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11236.0,AVENUE J,AVENUE J,EAST 80 STREET,EAST 81 STREET,,,BLOCKFACE,BROOKLYN,,Precinct,Open,10/31/2013 08:30:36 AM,,18 BROOKLYN,BROOKLYN,1008937.0,170310.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.634103776,-73.9110554188,"(40.634103775951736, -73.91105541883589)"
26591378,10/31/2013 12:30:31 AM,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,,10036.0,645 10 AVENUE,10 AVENUE,WEST 45 STREET,WEST 46 STREET,,,ADDRESS,NEW YORK,,,Open,,,04 MANHATTAN,MANHATTAN,985965.0,216868.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,Other,,,,,,,,40.7619288475,-73.993809184,"(40.761928847500016, -73.99380918401052)"
26593872,10/31/2013 12:29:47 AM,10/31/2013 12:38:29 AM,NYPD,New York City Police Department,Noise - House of Worship,Banging/Pounding,House of Worship,10025.0,,,,,WEST   99 STREET,AMSTERDAM AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,10/31/2013 08:29:47 AM,10/31/2013 12:38:29 AM,07 MANHATTAN,MANHATTAN,992846.0,229279.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7959897499,-73.9689542371,"(40.795989749917204, -73.96895423714467)"
26591420,10/31/2013 12:28:30 AM,10/31/2013 02:06:11 AM,NYPD,New York City Police Department,Homeless Encampment,,Residential Building/House,10025.0,2754 BROADWAY,BROADWAY,WEST 105 STREET,WEST 106 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,10/31/2013 08:28:30 AM,10/31/2013 02:06:11 AM,07 MANHATTAN,MANHATTAN,993139.0,231139.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.801094653,-73.9678935609,"(40.8010946529914, -73.96789356094007)"
26592976,10/31/2013 12:23:24 AM,10/31/2013 01:05:41 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11433.0,173-41 103 ROAD,103 ROAD,173 STREET,177 STREET,,,ADDRESS,JAMAICA,,Precinct,Closed,10/31/2013 08:23:24 AM,10/31/2013 01:05:41 AM,12 QUEENS,QUEENS,1044124.0,195866.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7040811213,-73.7840538542,"(40.70408112125158, -73.78405385422116)"
26590262,10/31/2013 12:23:00 AM,,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11235.0,,,,,SHORE BOULEVARD,CASS PLACE,INTERSECTION,BROOKLYN,,,Open,,,15 BROOKLYN,BROOKLYN,997073.0,151225.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.5817444882,-73.9538363485,"(40.5817444882428, -73.95383634845487)"
26589606,10/31/2013 12:20:44 AM,10/31/2013 02:10:24 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11216.0,826 ST JOHN'S PLACE,ST JOHN'S PLACE,ROGERS AVENUE,NOSTRAND AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/31/2013 08:20:44 AM,10/31/2013 02:10:24 AM,08 BROOKLYN,BROOKLYN,997865.0,183985.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6716626011,-73.9509190153,"(40.671662601079895, -73.95091901534035)"
26592083,10/31/2013 12:20:00 AM,,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11213.0,,,,,BUFFALO AVENUE,PARK PLACE,INTERSECTION,BROOKLYN,,,Open,,,08 BROOKLYN,BROOKLYN,1004987.0,184136.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6720632444,-73.9252443215,"(40.67206324438088, -73.92524432147842)"
26593840,10/31/2013 12:19:48 AM,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11379.0,78-41 68 ROAD,68 ROAD,78 STREET,79 STREET,,,ADDRESS,MIDDLE VILLAGE,,Precinct,Open,10/31/2013 08:19:48 AM,,05 QUEENS,QUEENS,1019062.0,198120.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7104019014,-73.8744325578,"(40.71040190143904, -73.8744325577748)"
26589646,10/31/2013 12:18:05 AM,10/31/2013 01:26:15 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11101.0,34-19 STEINWAY STREET,STEINWAY STREET,34 AVENUE,35 AVENUE,,,ADDRESS,LONG ISLAND CITY,,Precinct,Closed,10/31/2013 08:18:05 AM,10/31/2013 01:26:15 AM,01 QUEENS,QUEENS,1006080.0,214807.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7562451477,-73.9212046649,"(40.75624514774764, -73.92120466494264)"
26593296,10/31/2013 12:16:25 AM,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Restaurant/Bar/Deli/Bakery,10014.0,12 CHRISTOPHER STREET,CHRISTOPHER STREET,GREENWICH AVENUE,GAY STREET,,,ADDRESS,NEW YORK,,,Open,12/07/2013 12:16:25 AM,,02 MANHATTAN,MANHATTAN,984181.0,206685.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73397924,-74.0002489721,"(40.73397924003587, -74.0002489720853)"
26590480,10/31/2013 12:15:06 AM,10/31/2013 03:00:20 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11231.0,325 COLUMBIA STREET,COLUMBIA STREET,,,,,LATLONG,BROOKLYN,,Precinct,Closed,10/31/2013 08:15:06 AM,10/31/2013 02:58:55 AM,06 BROOKLYN,BROOKLYN,982995.0,187440.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.681156177,-74.0045248183,"(40.68115617695543, -74.00452481832494)"
26589626,10/31/2013 12:14:42 AM,10/31/2013 01:39:00 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11234.0,2192 FLATBUSH AVENUE,FLATBUSH AVENUE,EAST 46 STREET,AVENUE O,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/31/2013 08:14:42 AM,10/31/2013 01:39:00 AM,18 BROOKLYN,BROOKLYN,1003628.0,163910.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6165503289,-73.9302015336,"(40.61655032892211, -73.93020153359745)"
26592898,10/31/2013 12:12:08 AM,10/31/2013 01:13:45 AM,NYPD,New York City Police Department,Noise - Park,Loud Talking,Park/Playground,10457.0,CROTONA PARK NORTH,CROTONA PARK NORTH,CLINTON AVENUE,PROSPECT AVENUE,,,BLOCKFACE,BRONX,,Precinct,Closed,10/31/2013 08:12:08 AM,10/31/2013 01:13:45 AM,06 BRONX,BRONX,1013947.0,245819.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8413416416,-73.8926716196,"(40.841341641554614, -73.89267161957397)"
